index,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,satisfaction
588,49907,Male,Loyal Customer,24,Business travel,Eco,326,1,0,0,3,0,4,3,0,3,3,5,2,3,3,4,3,satisfied
589,15360,Male,Loyal Customer,34,Business travel,Business,2627,0,0,1,1,1,1,3,4,1,5,5,5,5,5,5,4,satisfied
590,107856,Male,Loyal Customer,51,Business travel,Business,1644,9,0,2,2,2,2,4,5,5,5,5,5,5,4,5,5,satisfied
591,96716,Male,disloyal Customer,39,Business travel,Eco,813,0,0,1,1,1,4,2,1,2,2,2,3,3,3,3,2,neutral or dissatisfied
592,57625,Female,disloyal Customer,35,Business travel,Business,200,0,8,2,1,1,3,2,1,2,2,5,3,5,4,4,2,neutral or dissatisfied
593,87442,Female,Loyal Customer,48,Business travel,Business,304,33,27,2,2,4,2,4,5,4,5,5,5,5,4,5,3,satisfied
594,115872,Male,Loyal Customer,44,Business travel,Eco,373,0,0,5,1,1,1,5,5,5,5,2,1,2,5,5,5,satisfied
595,37667,Female,Loyal Customer,66,Personal Travel,Eco,1097,0,0,4,3,4,3,4,4,5,3,3,4,3,5,3,2,neutral or dissatisfied
596,102881,Male,Loyal Customer,26,Personal Travel,Eco,472,18,18,3,5,3,4,3,3,3,3,4,1,3,5,3,3,neutral or dissatisfied
597,107099,Female,Loyal Customer,65,Personal Travel,Eco,745,0,0,3,5,4,4,1,2,5,3,3,4,1,4,3,5,neutral or dissatisfied
598,55791,Female,disloyal Customer,20,Business travel,Eco,1394,0,3,2,1,1,4,2,4,4,3,5,2,4,4,2,4,neutral or dissatisfied
599,4388,Male,Loyal Customer,30,Personal Travel,Eco,607,55,88,3,5,3,1,3,3,3,3,3,4,4,3,5,3,neutral or dissatisfied
600,44731,Male,Loyal Customer,40,Business travel,Eco Plus,67,0,4,4,4,5,5,4,4,4,4,2,1,1,4,4,4,satisfied
601,102620,Male,Loyal Customer,45,Personal Travel,Eco,1294,11,4,3,5,3,5,2,3,2,2,3,3,4,3,4,2,neutral or dissatisfied
602,53749,Male,Loyal Customer,58,Personal Travel,Eco Plus,1208,0,0,3,3,4,4,2,4,2,2,2,1,4,4,4,2,neutral or dissatisfied
603,126263,Male,disloyal Customer,37,Business travel,Eco,107,232,241,2,2,2,3,2,1,4,3,3,3,4,4,2,4,neutral or dissatisfied
604,18176,Female,disloyal Customer,37,Business travel,Business,235,0,30,4,4,4,3,4,4,4,4,5,3,5,4,4,4,neutral or dissatisfied
605,121318,Male,Loyal Customer,25,Personal Travel,Eco,1009,0,0,0,5,0,4,5,0,5,5,5,3,5,3,4,5,satisfied
606,120225,Female,disloyal Customer,26,Business travel,Eco,1303,0,0,2,2,2,4,3,2,3,3,2,2,3,2,3,3,neutral or dissatisfied
607,60742,Female,Loyal Customer,27,Business travel,Business,628,46,51,2,2,2,2,4,4,4,4,5,3,4,5,5,4,satisfied
608,82016,Male,Loyal Customer,52,Personal Travel,Eco,1517,0,0,4,5,4,4,3,4,3,3,4,2,5,5,4,3,satisfied
609,58490,Male,Loyal Customer,26,Business travel,Business,2836,0,0,5,5,5,5,5,5,5,5,3,4,4,3,5,5,satisfied
610,100263,Male,Loyal Customer,58,Business travel,Business,1034,170,172,4,4,4,4,5,5,5,3,5,4,5,5,3,5,satisfied
611,57121,Male,Loyal Customer,50,Business travel,Business,2350,0,0,3,1,1,1,4,4,3,3,3,3,3,3,3,1,neutral or dissatisfied
612,15260,Female,disloyal Customer,11,Business travel,Eco,529,15,15,4,3,4,4,4,4,4,4,4,5,4,4,4,4,neutral or dissatisfied
613,97911,Male,disloyal Customer,25,Business travel,Business,483,0,0,0,4,0,4,5,0,5,5,4,4,5,5,5,5,satisfied
614,115837,Male,disloyal Customer,22,Business travel,Eco,480,17,4,3,0,3,2,3,3,3,3,1,3,4,1,5,3,neutral or dissatisfied
615,28457,Male,Loyal Customer,43,Personal Travel,Eco,2588,0,0,0,5,0,1,0,5,5,3,4,5,5,5,5,5,satisfied
616,104313,Female,Loyal Customer,41,Business travel,Business,3396,0,0,3,3,2,3,4,5,5,5,5,5,5,4,5,4,satisfied
617,39072,Female,disloyal Customer,40,Business travel,Business,384,0,6,3,3,3,4,2,3,2,2,1,1,4,3,4,2,neutral or dissatisfied
618,128176,Female,Loyal Customer,20,Business travel,Business,1788,25,12,1,2,5,2,1,2,1,1,2,2,3,4,4,1,neutral or dissatisfied
619,112243,Male,Loyal Customer,43,Business travel,Business,1506,173,175,3,2,3,3,5,5,5,4,2,5,4,5,5,5,satisfied
620,24065,Female,Loyal Customer,50,Business travel,Eco Plus,427,38,23,4,5,5,5,5,4,1,4,4,4,4,4,4,1,satisfied
621,12170,Female,disloyal Customer,24,Business travel,Eco,1042,0,0,3,3,3,4,1,3,1,1,3,5,3,2,4,1,neutral or dissatisfied
622,5803,Male,disloyal Customer,32,Business travel,Business,157,0,0,3,3,3,3,2,3,2,2,5,2,4,3,4,2,neutral or dissatisfied
623,17005,Male,Loyal Customer,47,Business travel,Business,3349,0,0,3,3,5,3,5,5,4,4,4,4,4,5,4,3,satisfied
624,9072,Female,disloyal Customer,28,Business travel,Eco,160,52,44,4,2,4,4,1,4,1,1,2,4,3,1,4,1,neutral or dissatisfied
625,56156,Female,Loyal Customer,23,Business travel,Business,1400,0,6,1,1,1,1,4,4,4,4,3,4,5,3,5,4,satisfied
626,49879,Male,Loyal Customer,38,Business travel,Business,2027,124,111,3,3,3,3,5,1,1,4,4,4,4,2,4,1,satisfied
627,78234,Male,Loyal Customer,53,Business travel,Business,1741,0,0,1,1,1,1,4,5,5,4,4,4,4,3,4,3,satisfied
628,23979,Male,Loyal Customer,52,Business travel,Business,3092,7,16,1,1,1,1,2,4,5,4,4,4,4,5,4,3,satisfied
629,113199,Female,disloyal Customer,20,Business travel,Business,386,0,0,5,0,5,3,4,5,2,4,3,5,5,3,5,4,satisfied
630,73887,Female,Loyal Customer,43,Business travel,Business,2585,0,0,1,1,1,1,5,5,5,5,4,4,5,5,5,5,satisfied
631,68000,Female,Loyal Customer,40,Business travel,Business,304,0,0,0,0,0,3,3,5,5,1,1,1,1,4,1,4,satisfied
632,69413,Male,Loyal Customer,43,Business travel,Business,2835,0,0,4,3,4,4,5,5,5,4,4,4,4,3,4,4,satisfied
633,26761,Male,Loyal Customer,34,Personal Travel,Eco,859,0,88,3,5,4,2,4,4,4,4,5,3,4,5,4,4,neutral or dissatisfied
634,64701,Female,Loyal Customer,37,Business travel,Business,3969,27,61,1,3,3,3,5,3,3,4,4,4,1,3,4,3,neutral or dissatisfied
635,36377,Female,Loyal Customer,61,Business travel,Business,2402,0,0,4,4,4,4,4,4,4,4,4,4,4,3,4,2,neutral or dissatisfied
636,25233,Female,Loyal Customer,29,Personal Travel,Eco,925,0,3,0,5,0,2,1,0,1,1,5,1,3,5,1,1,satisfied
637,36416,Female,disloyal Customer,41,Business travel,Business,369,0,0,4,4,4,3,3,4,3,3,2,5,5,5,1,3,satisfied
638,71469,Female,Loyal Customer,28,Personal Travel,Eco Plus,867,30,13,4,4,4,4,5,4,5,5,4,3,5,4,4,5,neutral or dissatisfied
639,26626,Female,Loyal Customer,58,Business travel,Eco,515,5,27,2,3,3,3,1,2,3,2,2,2,2,2,2,2,neutral or dissatisfied
640,72406,Male,Loyal Customer,50,Business travel,Eco,964,93,99,1,1,1,1,1,1,1,1,4,2,4,2,4,1,neutral or dissatisfied
641,79582,Male,Loyal Customer,46,Business travel,Business,762,0,0,4,4,4,4,3,4,4,4,4,4,4,3,4,3,satisfied
642,55969,Female,Loyal Customer,28,Business travel,Business,1620,0,0,3,3,3,3,5,5,5,5,5,4,5,4,5,5,satisfied
643,85246,Male,Loyal Customer,61,Personal Travel,Eco,731,0,0,5,5,5,2,1,5,1,1,1,2,5,3,5,1,satisfied
644,75174,Female,Loyal Customer,27,Business travel,Eco,1744,0,0,3,1,1,1,3,3,3,3,2,2,2,3,3,3,neutral or dissatisfied
645,50505,Female,Loyal Customer,43,Personal Travel,Eco,109,0,0,4,3,4,3,2,4,3,3,3,4,5,4,3,2,neutral or dissatisfied
646,57856,Male,Loyal Customer,34,Personal Travel,Eco,2457,0,0,2,4,2,4,2,1,2,4,2,4,4,2,5,2,neutral or dissatisfied
647,75346,Male,Loyal Customer,56,Personal Travel,Eco,2615,0,1,2,4,2,4,2,3,5,3,3,4,5,5,4,5,neutral or dissatisfied
648,23259,Male,Loyal Customer,69,Personal Travel,Eco,783,112,111,3,5,3,4,2,3,2,2,5,3,5,5,4,2,neutral or dissatisfied
649,46011,Male,Loyal Customer,62,Personal Travel,Eco Plus,483,12,25,2,0,2,4,1,2,5,1,5,4,5,3,5,1,neutral or dissatisfied
650,53413,Male,Loyal Customer,30,Business travel,Business,2253,40,42,5,5,5,5,5,5,5,5,1,3,3,4,1,5,satisfied
651,123560,Male,disloyal Customer,25,Business travel,Eco,1264,3,0,5,5,5,3,2,5,2,2,4,3,3,4,4,2,satisfied
652,128777,Male,Loyal Customer,53,Business travel,Business,2248,0,0,3,3,3,3,2,5,5,3,3,3,3,4,3,3,satisfied
653,114619,Male,Loyal Customer,46,Business travel,Business,480,94,76,2,2,2,2,2,5,4,4,4,4,4,4,4,3,satisfied
654,217,Male,Loyal Customer,48,Personal Travel,Eco,290,0,0,2,5,2,1,5,2,5,5,4,3,4,4,4,5,neutral or dissatisfied
655,4110,Female,Loyal Customer,46,Business travel,Business,544,0,6,4,4,4,4,4,4,4,4,4,4,4,5,4,5,satisfied
656,78446,Female,disloyal Customer,40,Business travel,Business,666,0,0,4,4,4,4,2,4,2,2,5,3,4,5,4,2,satisfied
657,7017,Male,Loyal Customer,39,Personal Travel,Eco,299,0,0,2,4,2,4,4,2,4,4,2,5,3,1,3,4,neutral or dissatisfied
658,16254,Male,disloyal Customer,22,Business travel,Eco,748,0,0,4,4,4,3,3,4,3,3,2,5,3,4,1,3,satisfied
659,45852,Female,Loyal Customer,35,Business travel,Eco Plus,391,0,0,5,1,1,1,5,4,5,5,1,1,3,4,3,5,satisfied
660,64004,Female,Loyal Customer,29,Personal Travel,Eco,612,0,5,2,4,2,2,4,2,4,4,1,3,5,3,5,4,neutral or dissatisfied
661,78310,Female,Loyal Customer,33,Business travel,Eco Plus,1598,0,0,1,5,4,4,1,2,1,1,3,1,3,3,4,1,neutral or dissatisfied
662,127082,Male,disloyal Customer,26,Business travel,Eco,304,0,6,2,0,2,4,4,2,2,4,4,3,5,4,1,4,neutral or dissatisfied
663,47006,Female,Loyal Customer,27,Personal Travel,Eco Plus,776,6,10,2,1,2,2,4,2,4,4,4,3,2,1,2,4,neutral or dissatisfied
664,43972,Female,disloyal Customer,24,Business travel,Business,411,0,0,5,3,5,3,2,5,2,2,5,5,5,4,4,2,satisfied
665,119682,Female,Loyal Customer,16,Personal Travel,Business,1325,243,226,5,4,5,3,5,4,4,5,5,4,5,4,4,4,satisfied
666,3616,Male,Loyal Customer,47,Business travel,Business,427,0,0,4,4,4,4,5,4,4,4,4,4,4,3,4,3,satisfied
667,40304,Female,Loyal Customer,45,Personal Travel,Eco,531,0,0,1,3,1,3,3,4,2,2,2,1,2,1,2,4,neutral or dissatisfied
668,120760,Female,Loyal Customer,39,Business travel,Business,1582,0,0,3,3,2,3,2,5,4,2,2,2,2,3,2,4,satisfied
669,8115,Male,Loyal Customer,35,Business travel,Business,2392,0,0,2,3,5,3,5,3,3,2,2,2,2,4,2,3,neutral or dissatisfied
670,36058,Female,Loyal Customer,23,Business travel,Eco,399,0,0,4,2,2,2,4,4,1,4,2,3,1,1,2,4,neutral or dissatisfied
671,58068,Male,Loyal Customer,35,Business travel,Business,589,44,46,2,4,1,4,2,3,4,2,2,2,2,1,2,3,neutral or dissatisfied
672,125757,Male,Loyal Customer,50,Business travel,Business,993,0,0,2,2,2,2,3,4,4,4,4,4,4,5,4,5,satisfied
673,94659,Female,Loyal Customer,40,Business travel,Eco,192,7,0,2,5,5,5,2,2,2,2,4,2,4,4,4,2,neutral or dissatisfied
674,97953,Male,Loyal Customer,45,Business travel,Business,483,128,131,4,4,4,4,4,1,2,4,4,4,4,2,4,2,neutral or dissatisfied
675,78114,Female,Loyal Customer,60,Business travel,Business,1797,0,0,4,4,4,4,5,4,5,5,5,5,5,4,5,5,satisfied
676,77532,Male,Loyal Customer,11,Personal Travel,Eco,1310,24,12,3,4,4,3,5,4,3,5,4,3,4,3,5,5,neutral or dissatisfied
677,80601,Male,disloyal Customer,38,Business travel,Business,762,0,4,4,3,3,2,4,3,4,4,5,2,5,5,4,4,satisfied
678,62020,Female,disloyal Customer,26,Business travel,Business,2475,0,0,3,3,3,1,4,3,1,4,3,4,5,4,5,4,neutral or dissatisfied
679,99600,Female,Loyal Customer,17,Personal Travel,Eco,808,0,0,3,5,3,5,5,3,5,5,2,4,4,1,4,5,neutral or dissatisfied
680,62446,Male,Loyal Customer,40,Business travel,Business,1723,2,0,3,3,3,3,5,4,4,5,5,5,5,3,5,3,satisfied
681,29914,Female,Loyal Customer,60,Business travel,Eco,123,0,0,5,1,1,1,5,2,2,5,5,5,5,1,5,4,satisfied
682,96450,Female,Loyal Customer,43,Business travel,Business,2825,16,10,1,1,1,1,3,4,5,5,5,5,5,5,5,3,satisfied
683,107479,Male,Loyal Customer,50,Business travel,Business,3610,0,0,4,4,4,4,5,5,5,5,5,5,5,4,5,4,satisfied
684,115588,Male,Loyal Customer,46,Business travel,Eco,337,0,6,2,3,3,3,2,2,2,2,1,2,4,1,3,2,neutral or dissatisfied
685,112892,Male,Loyal Customer,29,Business travel,Business,1642,24,14,1,5,5,5,1,1,1,1,2,1,3,1,3,1,neutral or dissatisfied
686,96804,Male,disloyal Customer,23,Business travel,Business,1041,15,1,4,4,4,1,2,4,2,2,4,5,5,4,5,2,satisfied
687,98887,Male,Loyal Customer,17,Personal Travel,Eco,991,0,0,2,3,3,4,5,3,5,5,3,5,3,2,3,5,neutral or dissatisfied
688,58394,Male,disloyal Customer,65,Business travel,Business,473,11,33,5,5,5,3,1,5,1,1,4,5,4,5,4,1,satisfied
689,17658,Male,disloyal Customer,47,Business travel,Eco,608,83,45,4,1,3,3,1,3,4,1,4,1,3,2,3,1,neutral or dissatisfied
690,51563,Male,Loyal Customer,34,Business travel,Eco,455,0,0,4,1,1,1,4,4,4,4,3,3,1,2,3,4,satisfied
691,114287,Male,Loyal Customer,64,Personal Travel,Eco,862,25,21,3,5,2,3,4,2,4,4,3,5,5,4,5,4,neutral or dissatisfied
692,95974,Male,Loyal Customer,42,Business travel,Business,3381,0,0,2,3,2,2,5,4,4,5,5,5,5,5,5,5,satisfied
693,35423,Male,Loyal Customer,53,Personal Travel,Eco,972,0,0,3,4,3,2,2,3,2,2,3,3,4,3,5,2,neutral or dissatisfied
694,98723,Male,Loyal Customer,38,Personal Travel,Eco Plus,834,92,100,4,4,3,3,4,3,4,4,5,1,3,2,1,4,neutral or dissatisfied
695,117443,Female,disloyal Customer,8,Business travel,Eco,1107,18,5,4,4,4,3,5,4,5,5,3,3,4,3,5,5,neutral or dissatisfied
696,47902,Male,Loyal Customer,31,Business travel,Business,3561,0,4,1,1,5,1,5,5,5,5,3,3,3,1,3,5,satisfied
697,84336,Male,Loyal Customer,41,Business travel,Eco,606,18,2,1,4,4,4,1,1,1,1,1,4,4,2,4,1,neutral or dissatisfied
698,35611,Male,Loyal Customer,32,Personal Travel,Eco Plus,1069,49,31,1,5,1,1,2,1,5,2,3,2,4,3,4,2,neutral or dissatisfied
699,787,Female,Loyal Customer,56,Business travel,Business,1707,7,15,4,4,4,4,3,4,5,4,4,5,4,3,4,4,satisfied
700,6164,Male,disloyal Customer,19,Business travel,Eco,501,0,0,3,3,3,4,3,3,3,3,4,5,4,4,4,3,neutral or dissatisfied
701,111698,Male,disloyal Customer,25,Business travel,Business,541,0,0,2,5,1,3,4,1,3,4,4,5,5,4,4,4,neutral or dissatisfied
702,51329,Female,disloyal Customer,39,Business travel,Business,421,0,0,1,1,1,1,4,1,4,4,1,4,4,4,5,4,neutral or dissatisfied
703,97195,Male,Loyal Customer,9,Personal Travel,Eco,1390,270,260,2,3,2,3,2,2,2,3,3,4,4,2,3,2,neutral or dissatisfied
704,51306,Female,Loyal Customer,39,Business travel,Eco Plus,266,49,56,2,1,4,1,2,2,2,2,1,3,3,4,3,2,neutral or dissatisfied
705,60876,Female,Loyal Customer,21,Business travel,Business,1062,17,32,3,3,3,3,4,5,4,4,3,2,4,4,4,4,satisfied
706,98658,Male,Loyal Customer,20,Personal Travel,Eco,992,0,7,3,4,3,3,3,3,3,3,4,5,4,4,4,3,neutral or dissatisfied
707,79373,Male,Loyal Customer,55,Business travel,Business,502,0,6,1,1,1,1,5,5,4,5,5,5,5,4,5,4,satisfied
708,41573,Female,disloyal Customer,69,Personal Travel,Eco,1334,4,0,5,4,5,3,4,5,4,4,5,4,4,3,4,4,satisfied
709,17698,Female,Loyal Customer,25,Business travel,Business,854,9,0,2,2,2,2,5,4,5,5,2,5,2,1,3,5,satisfied
710,9064,Male,Loyal Customer,69,Business travel,Business,173,0,0,1,3,3,3,1,2,2,3,3,3,1,4,3,1,neutral or dissatisfied
711,109937,Female,Loyal Customer,67,Personal Travel,Eco,1033,37,22,3,5,3,4,2,4,5,2,2,3,5,3,2,5,neutral or dissatisfied
712,91986,Male,Loyal Customer,33,Business travel,Business,236,2,0,1,3,3,3,1,1,1,1,4,1,4,1,4,1,neutral or dissatisfied
713,85593,Male,Loyal Customer,39,Business travel,Business,1685,0,5,0,0,0,1,2,2,5,3,3,3,3,1,3,4,satisfied
714,127131,Female,Loyal Customer,17,Personal Travel,Eco,647,6,0,2,2,2,4,2,2,2,2,2,1,3,4,4,2,neutral or dissatisfied
715,72336,Female,Loyal Customer,39,Business travel,Business,2088,10,0,2,2,2,2,5,5,5,4,4,4,4,5,4,5,satisfied
716,92079,Female,disloyal Customer,25,Business travel,Eco,1576,0,0,3,3,3,3,1,3,1,1,3,2,4,1,3,1,neutral or dissatisfied
717,129624,Male,Loyal Customer,32,Business travel,Business,3802,90,86,0,0,0,1,5,5,5,5,3,2,5,4,5,5,satisfied
718,33264,Female,Loyal Customer,23,Personal Travel,Eco Plus,101,0,0,4,4,4,4,5,4,5,5,3,2,4,4,5,5,neutral or dissatisfied
719,7809,Female,Loyal Customer,46,Business travel,Eco,650,0,0,1,5,5,5,2,4,3,2,2,1,2,3,2,1,neutral or dissatisfied
720,15204,Female,Loyal Customer,50,Business travel,Business,416,0,0,4,4,4,4,2,4,4,4,4,4,4,4,4,4,satisfied
721,91327,Female,Loyal Customer,43,Business travel,Eco Plus,223,28,20,2,1,1,1,4,1,1,2,2,2,2,3,2,1,neutral or dissatisfied
722,35098,Male,Loyal Customer,35,Business travel,Eco,1005,0,0,4,1,2,2,4,4,4,4,3,2,4,4,5,4,satisfied
723,109569,Male,Loyal Customer,62,Personal Travel,Eco,834,110,92,4,3,4,3,2,4,3,2,2,4,3,4,3,2,neutral or dissatisfied
724,1016,Female,disloyal Customer,47,Business travel,Eco,247,0,6,1,1,1,1,4,1,4,4,4,2,2,2,2,4,neutral or dissatisfied
725,101713,Female,disloyal Customer,13,Business travel,Eco,986,2,26,2,1,1,3,1,1,1,1,3,3,4,3,4,1,neutral or dissatisfied
726,61813,Female,Loyal Customer,68,Personal Travel,Eco,1635,0,0,1,5,1,1,3,4,5,2,2,1,5,3,2,3,neutral or dissatisfied
727,119989,Female,disloyal Customer,29,Business travel,Eco Plus,868,0,0,2,2,2,4,3,2,3,3,3,4,3,2,3,3,neutral or dissatisfied
728,51604,Male,Loyal Customer,57,Business travel,Business,370,0,0,3,3,3,3,3,4,4,5,5,5,5,3,5,2,satisfied
729,109352,Female,Loyal Customer,32,Personal Travel,Business,1237,8,1,3,5,3,1,4,3,5,4,4,3,3,4,4,4,neutral or dissatisfied
730,128573,Male,Loyal Customer,55,Business travel,Eco Plus,110,0,0,3,1,1,1,3,3,3,3,2,3,4,2,3,3,neutral or dissatisfied
731,79499,Female,Loyal Customer,31,Business travel,Business,749,11,11,1,1,5,1,5,5,5,5,4,5,4,5,4,5,satisfied
732,99632,Male,Loyal Customer,7,Personal Travel,Eco,1154,0,0,3,4,3,2,3,3,3,3,5,2,5,3,5,3,neutral or dissatisfied
733,22493,Female,Loyal Customer,59,Personal Travel,Eco,145,0,0,1,3,1,4,5,4,3,5,5,1,5,1,5,2,neutral or dissatisfied
734,88713,Male,Loyal Customer,62,Personal Travel,Eco,581,0,0,2,4,2,1,2,2,2,2,5,2,4,4,5,2,neutral or dissatisfied
735,36663,Male,Loyal Customer,33,Personal Travel,Eco,1197,0,0,3,4,3,5,4,3,3,4,5,3,4,4,5,4,neutral or dissatisfied
736,54626,Female,Loyal Customer,30,Business travel,Business,2450,2,0,3,3,3,3,2,2,2,2,3,3,3,2,3,2,satisfied
737,68235,Female,Loyal Customer,30,Business travel,Business,1966,0,5,3,4,4,4,3,3,3,3,4,1,3,4,3,3,neutral or dissatisfied
738,40073,Male,Loyal Customer,41,Business travel,Eco,493,0,0,3,3,3,3,3,3,3,3,3,4,4,4,2,3,satisfied
739,52290,Male,Loyal Customer,60,Business travel,Business,3664,0,3,1,3,3,3,1,3,3,1,1,1,1,4,1,3,neutral or dissatisfied
740,22475,Female,Loyal Customer,60,Personal Travel,Eco,214,0,0,3,2,0,4,1,4,4,1,1,0,1,1,1,3,neutral or dissatisfied
741,61452,Male,disloyal Customer,15,Business travel,Business,1039,4,0,0,0,0,3,5,0,5,5,4,5,4,4,4,5,satisfied
742,53871,Female,disloyal Customer,36,Business travel,Eco,140,2,9,1,0,1,2,2,1,2,2,5,4,3,2,4,2,neutral or dissatisfied
743,93869,Male,Loyal Customer,50,Business travel,Business,1937,0,0,5,5,5,5,4,4,4,5,5,5,5,3,5,3,satisfied
744,31387,Male,disloyal Customer,22,Business travel,Eco,434,5,6,3,1,3,2,1,3,1,1,4,3,1,3,2,1,neutral or dissatisfied
745,8229,Male,Loyal Customer,39,Personal Travel,Eco,294,0,0,1,5,1,3,1,1,1,1,3,2,5,4,5,1,neutral or dissatisfied
746,43957,Male,Loyal Customer,24,Personal Travel,Eco,473,0,26,3,1,3,3,1,3,1,1,3,5,4,2,3,1,neutral or dissatisfied
747,81025,Female,Loyal Customer,51,Business travel,Business,2818,6,0,5,5,5,5,2,5,5,4,4,4,4,3,4,5,satisfied
748,10342,Male,Loyal Customer,49,Business travel,Business,74,0,0,1,1,1,1,2,4,4,5,5,5,5,3,5,5,satisfied
749,119130,Female,Loyal Customer,56,Business travel,Business,3538,0,0,3,3,3,3,3,5,5,5,5,5,5,4,5,4,satisfied
750,49877,Male,Loyal Customer,57,Business travel,Eco,308,0,0,2,3,3,3,2,2,2,2,1,1,3,2,2,2,neutral or dissatisfied
751,49324,Male,Loyal Customer,57,Business travel,Eco,308,0,0,3,1,1,1,3,3,3,3,1,4,3,2,4,3,satisfied
752,60275,Female,Loyal Customer,50,Business travel,Business,2583,6,0,4,4,4,4,5,4,4,5,2,3,4,4,3,4,satisfied
753,52082,Female,Loyal Customer,53,Business travel,Business,1621,0,0,4,3,3,3,1,3,4,4,4,4,4,1,4,2,neutral or dissatisfied
754,107758,Female,Loyal Customer,53,Personal Travel,Eco,251,5,0,2,5,0,3,3,5,5,5,5,0,5,4,5,3,neutral or dissatisfied
755,71587,Female,Loyal Customer,41,Business travel,Business,3247,0,0,5,5,5,5,2,5,5,4,4,4,4,3,4,3,satisfied
756,73094,Male,Loyal Customer,42,Business travel,Eco Plus,685,0,0,4,2,2,2,4,4,4,4,1,4,1,2,5,4,satisfied
757,95553,Male,Loyal Customer,62,Personal Travel,Eco Plus,148,31,27,4,5,4,3,4,4,4,4,3,3,4,3,5,4,neutral or dissatisfied
758,104483,Female,Loyal Customer,50,Business travel,Business,860,0,0,2,5,5,5,5,4,3,2,2,2,2,2,2,4,neutral or dissatisfied
759,104897,Female,Loyal Customer,54,Business travel,Business,1565,4,19,3,3,3,3,3,5,5,5,5,5,5,5,5,4,satisfied
760,53833,Male,Loyal Customer,49,Business travel,Eco,224,3,0,4,2,2,2,5,4,5,5,4,5,1,1,2,5,satisfied
761,13037,Female,Loyal Customer,60,Personal Travel,Eco,438,1,0,3,4,3,3,5,4,4,4,4,3,4,3,4,5,neutral or dissatisfied
762,54986,Female,Loyal Customer,59,Business travel,Business,1379,0,0,3,5,5,5,2,3,3,3,3,3,3,4,3,1,neutral or dissatisfied
763,23505,Female,disloyal Customer,24,Business travel,Eco,303,0,0,0,4,0,2,3,0,3,3,2,2,2,4,4,3,satisfied
764,44741,Male,Loyal Customer,60,Personal Travel,Eco Plus,67,25,16,1,5,1,3,5,1,5,5,5,3,4,5,5,5,neutral or dissatisfied
765,112372,Male,disloyal Customer,23,Business travel,Eco,862,1,33,3,4,4,3,4,4,4,4,1,5,3,3,3,4,neutral or dissatisfied
766,113838,Male,Loyal Customer,37,Personal Travel,Eco Plus,223,0,0,3,5,0,2,4,0,4,4,3,5,5,3,5,4,neutral or dissatisfied
767,113052,Male,Loyal Customer,49,Business travel,Business,569,0,0,2,2,2,2,2,5,4,4,4,4,4,3,4,4,satisfied
768,62069,Male,Loyal Customer,62,Personal Travel,Eco,2475,0,0,3,2,2,3,1,2,1,1,3,2,3,3,2,1,neutral or dissatisfied
769,123872,Male,Loyal Customer,56,Business travel,Business,1835,0,33,2,3,3,3,2,3,2,2,2,2,2,2,2,1,neutral or dissatisfied
770,118170,Female,disloyal Customer,25,Business travel,Eco,1444,0,0,3,3,3,3,4,3,4,4,1,4,4,4,4,4,neutral or dissatisfied
771,71934,Female,Loyal Customer,49,Business travel,Eco Plus,346,9,0,2,3,3,3,2,2,5,2,2,2,2,3,2,2,satisfied
772,112283,Male,Loyal Customer,32,Personal Travel,Eco,1546,20,5,2,5,2,2,3,2,3,3,4,2,5,4,5,3,neutral or dissatisfied
773,31461,Male,Loyal Customer,25,Business travel,Eco,846,10,0,4,4,4,4,4,4,3,4,5,4,3,2,1,4,satisfied
774,111274,Male,Loyal Customer,55,Business travel,Eco,459,50,69,3,4,4,4,3,3,3,3,4,1,2,4,2,3,neutral or dissatisfied
775,90137,Female,Loyal Customer,50,Business travel,Business,2731,0,0,4,4,4,4,3,4,5,5,5,5,5,3,5,4,satisfied
776,5487,Male,Loyal Customer,39,Business travel,Business,2040,0,0,3,3,3,3,3,4,5,5,5,5,5,5,5,3,satisfied
777,110992,Female,Loyal Customer,42,Business travel,Business,1971,0,5,4,4,4,4,4,4,5,5,5,5,4,3,5,5,satisfied
778,50393,Male,Loyal Customer,52,Business travel,Business,3807,0,0,1,3,3,3,1,4,3,3,3,3,1,2,3,3,neutral or dissatisfied
779,80171,Female,Loyal Customer,57,Business travel,Business,2446,54,49,2,3,3,3,2,2,2,1,4,3,4,2,2,2,neutral or dissatisfied
780,56924,Female,disloyal Customer,34,Business travel,Eco,1142,4,26,2,2,2,4,2,2,4,1,4,3,3,4,4,4,neutral or dissatisfied
781,107024,Male,disloyal Customer,22,Business travel,Business,395,8,0,5,3,5,3,5,5,5,5,5,2,4,4,4,5,satisfied
782,52497,Female,Loyal Customer,42,Business travel,Business,160,0,0,2,2,5,2,3,4,5,5,5,5,5,3,5,4,satisfied
783,40922,Female,Loyal Customer,61,Personal Travel,Eco,588,0,0,1,2,1,3,1,3,3,5,5,1,2,3,5,1,neutral or dissatisfied
784,35817,Female,Loyal Customer,40,Business travel,Business,937,0,0,2,2,2,2,4,3,2,2,2,2,2,3,2,3,satisfied
